ID,title,location,price,details,specifications
WO47FXA,CASA EN VENTA PARA USO COMERCIAL EN PALMIRA CON 1000 V2, Colonia Palmira,"
                                       $ 385,000                                                                              ","['   Habitaciones5  ', '   Baños+5  ', '  Área495 m2 m2 ']",['  Estacionamiento 4  ']
AZ2E6T5,CASA DE 4 HABITACIONES EN EXCELENTE CIRCUITO CERRADO EN COLONIA VIERA, Viera,"
                                       $ 285,000                                                                              ","['   Habitaciones4  ', '   Baños4.5  ', '  Área387.16 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 3  ']"
F6BINC4,CASA EN VENTA EN EL HATILLO EN CIRCUITO CERRADO CON LINDO JARDIN, Tegucigalpa,"
                                       $ 480,000                                                                              ","['   Habitaciones4  ', '   Baños3.5  ', '  Área370 m2 ']","['  Amueblado No  ', '  Estacionamiento 3  ']"
GXTY6RD,VENTA DE CASA EN COLONIA ALTOS DE TONCONTIN, Altos de Toncontín,"
                                       $ 170,000                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
4CHXJ4I,VENTA DE CASA EN RESIDENCIAL LOS ANGELES, Colonia Los Angeles,"
                                       $ 600,000                                                                              ","['   Habitaciones4  ', '   Baños4.5  ', '  Área832.13 m2 ']","['  Amueblado No  ', '  Estacionamiento 2  ']"
9N87PZM,VENTA DE CASA EN RESIDENCIAL PLAZA, Residencial Plaza,"
                                       $ 101,500                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área86 m2 ']","['  Amueblado No  ', '  Estacionamiento 2  ']"
EJB949G,CASA EN VENTA EN COLONIA LAS MINITAS, Colonia Las Minitas,"
                                       $ 325,000                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área222 m2 ']","['  Amueblado No  ', '  Estacionamiento +5  ']"
I9DAVKX,VENTA DE CASA EN COLONIA LA PRADERA, Colonia La Pradera,"
                                       $ 81,000                                                                              ","['   Habitaciones4  ', '   Baños3.5  ', '  Área128.35 m2 ']","['  Amueblado No  ', '  Balcón 1  ', '  Estacionamiento 1  ']"
O8554B8,VENTA DE CASA EN COLONIA ALAMEDA, Colonia Alameda,"
                                       $ 325,000                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área810.62 m2 ']","['  Amueblado No  ', '  Estacionamiento 3  ']"
SPNUO9Q,VENTA DE CASA EN BARRIO GUADALUPE, Barrio Guadalupe,"
                                       $ 101,500                                                                              ","['   Habitaciones5  ', '   Baños3  ', '  Área146 m2 ']",['  Amueblado No  ']
HWU6WSQ,CONSTRUCCION DE CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 98,904                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área104 m2 ']",[]
LJFCFAW,SE VENDE HERMOSA CASA EN COLONIA MODELO CERCA DEL AEROPUERTO, Colonia Modelo,"
                                       $ 206,501                                                                              ","['   Habitaciones3  ', '   Baños2.5  ']",[]
WR7H4PB,"SE VENDE CASA EN LOS ANGELES, TEGUCIGALPA - VTA274", Tegucigalpa,"
                                       $ 222,318                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área250 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Estacionamiento 2  ']"
BZ2JK8B,CASA EN COLONIA LA JOYA, Tegucigalpa,"
                                       $ 48,545                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área58 m2 ']",['  Cocina 1  ']
4XMZPWR,EN VENTA CASA EN ALTOS DEL TRAPICHE, Residencial Altos del Trapiche,"
                                       $ 280,000                                                                              ","['   Habitaciones3  ', '   Baños2.5  ']",[]
SKYCEV7,VENTA DE CASA EN SAN IGNACIO, Colonia Florencia Sur,"
                                       $ 728,350                                                                              ","['   Habitaciones7  ', '   Baños2  ']","['  Amueblado Si  ', '  Cocina 1  ', '  Balcón 1  ']"
7TLFKB8,SE VENDE CASA EN LA MIRAMONTES, Colonia Miramontes,"
                                       $ 360,000                                                                              ","['   Habitaciones3  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Tipo de calle Calle  ', '  Suelo 1  ']"
8SPSIPI,VENTA DE CASAS EN MIRAMONTES, Colonia Miramontes,"
                                       $ 323,711                                                                              ","['   Habitaciones4  ', '   Baños3.5  ']","['  Amueblado Si  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ']"
USWKV9E,VENTA DE ESPECTACULAR CASA EN COLONIA LOMAS DE TONCONTIN, Lomas de Toncontin,"
                                       $ 141,716                                                                              ","['   Habitaciones5  ', '   Baños4  ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 1  ']"
L567XDO,VENDE/ALQUILA CASA-TERRENO (POR TERMINAR CONSTRUCCIÓN), Tegucigalpa,"
                                       $ 150,000                                                                              ",['  Área1747 m2 '],[]
G5U2DYH,CASA BASTANTE GRANDE EN RESIDENCIAL EL SAUCE, Residencial El Sauce,"
                                       $ 315,784                                                                              ","['   Habitaciones6  ', '   Baños5.5  ', '  Área327 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Tipo de calle Calle  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
LNZTKLP,VENTA DE CASA EN COLONIA LOARQUE, Colonia Loarque,"
                                       $ 159,000                                                                              ","['   Habitaciones3  ', '   Baños2  ']",['  Estacionamiento 2  ']
E2KTSYS,VENTA DE CASA DE 3 HABITACIONES EN RESIDENCIAL ALTOS DE MIRAMONTES, Residencial Altos de Miramontes,"
                                       $ 480,000                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área527.92 m2 ']",['  Estacionamiento 4  ']
66SFMRA,SE VENDE CASA EN COLONIA CENTROAMÉRICA OESTE, Colonia Centro América Oeste,"
                                       $ 39,974                                                                              ","['   Habitaciones2  ', '   Baños1  ', '  Área89 m2 ']",[]
EUMJ6SP,"VENTA DE TERRENO EN EL CENTRO DE TEGUCIGALPA, PARA BODEGA, IGLESIA, RESTAURANTE", La Joya,"
                                       $ 408,095                                                                              ","['   Habitaciones4  ', '   Baños2.5  ', '  Área430 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Tipo de calle Calle  ', '  Orientación Sur-Este  ', '  Suelo 1  ', '  Año de construcción 1880  ']"
IDBAJB6,VENTA DE CASA EN COLONIA LA REFORMA, Colonia La Reforma,"
                                       $ 281,165                                                                              ","['   Habitaciones6  ', '   Baños4  ', '  Área1190 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 3  ']"
Y4QIBHT,"SE VENDE AMPLIA CASA EN COLONIA EL RECREO, TEGUCIGALPA", Colonia El Recreo,"
                                       $ 333,893                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área1050.03 m2 ']",[]
I5C8NXN,SE VENDE HERMOSA CASA EN RESIDENCIAL EL SAUCE, Tegucigalpa,"
                                       $ 225,000                                                                              ","['   Habitaciones3  ', '   Baños3.5  ', '  Área233 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 2  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
Z4Y43KF,"VENTA DE CASA EN RESIDENCIAL EL SAUCE, VILLA PALMERAS 2", Tegucigalpa,"
                                       $ 215,000                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ']"
XK5XJMY,SE VENDE CASA EN RESIDENCIAL ALTOS DE VENECIA, Residencial Altos de Venecia,"
                                       $ 120,000                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área136 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 2  ']"
YDXDH66,SE VENDE CASA MODERNA EN RESIDENCIAL SANTA CRUZ, Residencial Santa Cruz,"
                                       $ 153,763                                                                              ","['   Habitaciones3  ', '   Baños4  ']",['  Cocina 1  ']
4JB4NXZ,"SE VENDE HERMOSA PROPIEDAD EN PINARES DEL UYUCA, TEGUCIGALPA", Residencial Pinares del Uyuca,"
                                       $ 384,483                                                                              ","['   Habitaciones4  ', '   Baños5.5  ', '  Área904.54 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ']"
4QWA88A,VENTA DE CASA JARDINES DE LOARQUE, Colonia Jardines de Loarque,"
                                       $ 125,000                                                                              ","['   Habitaciones3  ', '   Baños2  ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 3  ']"
4WEU3YZ,VENTA DE CASA EN MIRAFLORES SUR, Colonia Miraflores Sur,"
                                       $ 137,020                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
5E5SBS9,SE VENDE  CASA EN RESIDENCIAL SAN IGNACIO, Residencial San Ignacio,"
                                       $ 450,000                                                                              ","['   Habitaciones4  ', '   Baños4  ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
5IXYFHI,VENTA DE CASA EN COLONIA FLORENCIA NORTE, Colonia Florencia Norte,"
                                       $ 428,367                                                                              ","['   Habitaciones+10  ', '   Baños6+  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
5MWVQEM,"SE VENDE AMPLIA CASA EN RESIDENCIAL MONTECARLO, TEGUCIGALPA", Residencial Montecarlo,"
                                       $ 263,067                                                                              ","['   Baños6+  ', '  Área452.06 m2 ']",['  Salas de recepción Si  ']
5ROONYK,CASA EN VENTA EN COLONIA LOS ANGELES TEGUCIGALPA, Colonia Los Angeles,"
                                       $ 600,000                                                                              ","['   Habitaciones5  ', '   Baños+5  ', '  Área620 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Tipo de calle Calle  ', '  Estacionamiento 2  ']"
7FNGD9I,SE VENDE EN BARRIO EL MANCHEN, Paseo El Manchen,"
                                       $ 110,000                                                                              ","['   Habitaciones5  ', '   Baños4  ', '  Área192 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 2  ', '  Tipo de calle Calle  ', '  Orientación Nor-Este  ', '  Año de construcción 35  ']"
8P83ONX,CASA EN VENTA EN COLONIA VICTOR F. ARDONEZ, Victor F. Ardon,"
                                       $ 97,912                                                                              ","['   Habitaciones4  ', '   Baños3.5  ', '  Área95 m2 ']","['  Amueblado No  ', '  Cocina 2  ', '  Tipo de calle Calle  ', '  Estacionamiento 1  ']"
BR46OZ5,CASA EN VENTA EN COLONIA ALTOS DE MIRAMONTES, Colonia Altos de Miramonte,"
                                       $ 342,550                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área430 m2 ']","['  Balcón 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 4  ']"
BVCL3IH,"SE VENDE CASA EN RESIDENCIAL CIUDAD LEMPIRA, COMAYAGÜELA", Tegucigalpa,"
                                       $ 40,472                                                                              ","['   Habitaciones2  ', '   Baños2  ']",['  Amueblado No  ']
CDOLTWN,VENTA DE CASA EN COLONIA EL HOGAR, Colonia El Hogar,"
                                       $ 194,265                                                                              ","['   Habitaciones4  ', '   Baños+5  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción No  ', '  Balcón 2  ', '  Estacionamiento 2  ']"
CTULUQC,PRE VENTA CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 203,351                                                                              ","['   Habitaciones4  ', '   Baños3.5  ', '  Área175 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 3  ']"
CUXO2GV,SE VENDE CASA EN RESIDENCIAL SAN LUIS, Residencial San Luis,"
                                       $ 276,702                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ']"
CY4S794,SE VENDE CASA EN COLONIA MERAMESI, Tegucigalpa,"
                                       $ 30,598                                                                              ","['   Habitaciones5  ', '   Baños2  ']","['  Cocina 1  ', '  Salas de recepción Si  ']"
D9OQP8R,PROPIEDAD EN VENTA EN COLONIA ALAMEDA, Colonia Alameda,"
                                       $ 230,000                                                                              ","['   Habitaciones5  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ']"
EC8XRPB,CASAS EN PRE-VENTA RESIDENCIAL ALTOS DE LOS HIDALGOS, 2PXW+P6F,"
                                       $ 120,000                                                                              ","['   Habitaciones2  ', '   Baños3  ', '  Área145 mts2 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Estacionamiento 2  ']"
EJPS64D,SE VENDE CASA NUEVA EN RESIDENCIAL ROBLE OESTE, Residencial Roble Oeste,"
                                       $ 161,856                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área144 m2 ']",['  Estacionamiento 2  ']
4JB4NXZ,"SE VENDE HERMOSA PROPIEDAD EN PINARES DEL UYUCA, TEGUCIGALPA", Residencial Pinares del Uyuca,"
                                       $ 384,483                                                                              ","['   Habitaciones4  ', '   Baños5.5  ', '  Área904.54 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ']"
IOO5K8X,SE VENDE CASA EN RESIDENCIAL ALTOS DEL TRAPICHE, Residencial Altos del Trapiche,"
                                       $ 240,079                                                                              ","['   Habitaciones3  ', '   Baños2.5  ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 2  ']"
HPICUQO,VENTA DE CASA EN COLONIA LOS PROFESIONALES, Colonia Los Profesionales ,"
                                       $ 439,239                                                                              ","['   Habitaciones6  ', '   Baños6+  ', '  Área663.65 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción No  ', '  Balcón 2  ', '  Tipo de calle Calle  ']"
CTULUQC,PRE VENTA CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 203,351                                                                              ","['   Habitaciones4  ', '   Baños3.5  ', '  Área175 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 3  ']"
GK3HGF9,EN VENTA CASA DE TEGUCIGALPA, Tegucigalpa,"
                                       $ 340,000                                                                              ","['   Habitaciones4  ', '   Baños4.5  ']",['  Estacionamiento 4  ']
LDTC98T,VENTA DE CASA EN COLONIA CERRO GRANDE ZONA 4," Colonia Cerro Grande, Zona 4","
                                       $ 105,743                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ']"
YNSAO8A,"SE VENDE CASA EN RESIDENCIAL LOMAS DE MARIA AUXILIADORA, CARRETERA AL SUR", Residencial Lomas de Maria Auxiliadora,"
                                       $ 61,005                                                                              ","['   Habitaciones3  ', '   Baños2  ']","['  Amueblado No  ', '  Cocina 1  ', '  Suelo 1  ', '  Estacionamiento 1  ']"
2XOZERW,CASA EN VENTA EN ALDEA LOARQUE, Tegucigalpa,"
                                       $ 160,000                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área418 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
IECKMSF,CASAS EN PRE-VENTA EN PORTAL DE LAS CANARIAS, Tegucigalpa,"
                                       $ 125,000                                                                              ","['   Habitaciones3  ', '   Baños3.5  ', '  Área120 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción No  ', '  Balcón 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 2  ', '  Año de construcción 2022  ']"
2VWMOG3,PROPIEDAD EN VENTA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 420,000                                                                              ","['   Habitaciones5  ', '   Baños6+  ', '  Área518.65 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ']"
FMTX2QP,SE VENDE O ALQUILA CASA EN PORTAL DEL BOSQUE I, Tegucigalpa,"
                                       $ 205,000                                                                              ","['   Habitaciones3  ', '   Baños2.5  ']",[]
5E5SBS9,SE VENDE  CASA EN RESIDENCIAL SAN IGNACIO, Residencial San Ignacio,"
                                       $ 450,000                                                                              ","['   Habitaciones4  ', '   Baños4  ']","['  Amueblado No  ', '  Cocina 1  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
CUXO2GV,SE VENDE CASA EN RESIDENCIAL SAN LUIS, Residencial San Luis,"
                                       $ 276,702                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ']"
SPX3HJN,SE VENDE CASA EN RESIDENCIAL ALTOS DEL TRAPICHE, Residencial Altos del Trapiche,"
                                       $ 276,702                                                                              ","['   Habitaciones6  ', '   Baños4  ']","['  Cocina 2  ', '  Salas de recepción Si  ', '  Estacionamiento 2  ', '  Año de construcción 2022  ']"
GQ3VROQ,VENTA DE CASA EN RESIDENCIAL LA CUMBRE, Residencial La Cumbre,"
                                       $ 260,000                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área295.21 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción No  ', '  Balcón 1  ']"
XLO2EKH,VENTA DE CASAS EN ALTOS DE LAS CASITAS, Altos de Las Casitas,"
                                       $ 100,000                                                                              ","['   Habitaciones3  ', '   Baños3.5  ', '  Área105 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 2  ', '  Año de construcción Nuevas  ']"
BVCL3IH,"SE VENDE CASA EN RESIDENCIAL CIUDAD LEMPIRA, COMAYAGÜELA", Tegucigalpa,"
                                       $ 40,472                                                                              ","['   Habitaciones2  ', '   Baños2  ']",['  Amueblado No  ']
CY4S794,SE VENDE CASA EN COLONIA MERAMESI, Tegucigalpa,"
                                       $ 30,598                                                                              ","['   Habitaciones5  ', '   Baños2  ']","['  Cocina 1  ', '  Salas de recepción Si  ']"
IEO9BCA,SE VENDE CASA EN COLONIA MONTECARLO, Colonia Montecarlo,"
                                       $ 261,950                                                                              ","['   Habitaciones7  ', '   Baños6+  ', '  Área452.06 m2 ']",['  Cocina 1  ']
ETGWO2T,EN VENTA EN COLONIA KENNEDY, Kennedy City,"
                                       $ 69,355                                                                              ","['   Habitaciones3  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 2  ', '  Tipo de calle Calle  ']"
EP5WEMU,SE VENDE CASA EN RES. PLAZA, Vista Hermosa,"
                                       $ 60,708                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área90 m2 ']","['  Amueblado No  ', '  Cocina 1  ']"
NO59PI8,SE VENDE CASA EN ALTOS DE MIRAFLORES, Colonia Miraflores Sur,"
                                       $ 195,000                                                                              ","['   Habitaciones4  ', '   Baños3.5  ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 2  ']"
4WEU3YZ,VENTA DE CASA EN MIRAFLORES SUR, Colonia Miraflores Sur,"
                                       $ 137,020                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
GSZYN8P,VENTA DE CASA EN RESIDENCIAL EL SAUCE, El Sauce,"
                                       $ 896,318                                                                              ","['   Habitaciones5  ', '  Área750 m2 ']",[]
JKES82B,EN VENTA EN COLONIA TILOARQUE TEGUCIGALPA, Tiloarque,"
                                       $ 93,833                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área171 mts2 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Estacionamiento 2  ']"
Y9NZNFX,"PROPIEDAD EN VENTA, TERRENO Y UNA CASA PEQUEÑA EN COLONIA TILOARQUE", Tiloarque,"
                                       $ 64,755                                                                              ","['   Habitaciones2  ', '   Baños1  ', '  Área90 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 1  ']"
BR46OZ5,CASA EN VENTA EN COLONIA ALTOS DE MIRAMONTES, Colonia Altos de Miramonte,"
                                       $ 342,550                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área430 m2 ']","['  Balcón 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 4  ']"
CDOLTWN,VENTA DE CASA EN COLONIA EL HOGAR, Colonia El Hogar,"
                                       $ 194,265                                                                              ","['   Habitaciones4  ', '   Baños+5  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción No  ', '  Balcón 2  ', '  Estacionamiento 2  ']"
GDV9PRJ,VENTA DE CASA EN CIRCUITO CERRADO EN COLONIA SAN JORGE, Tegucigalpa,"
                                       $ 125,463                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 2  ']"
3FINN7B,SE VENDE CASA EN FLORENCIA SUR, Colonia Florencia Sur,"
                                       $ 400,000                                                                              ","['   Habitaciones4  ', '   Baños+5  ']","['  Balcón 2  ', '  Estacionamiento 2  ']"
NL29HB2,VENTA O RETA DE CASA EN COLONIA FLORENCIA SUR, Colonia Florencia Sur,"
                                       $ 290,000                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área385 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
J4P9DKR,SE VENDE CASA EN AMPLIA EN LA HUMUYA, Colonia Humuya,"
                                       $ 291,275                                                                              ","['   Habitaciones7  ', '   Baños6+  ', '  Área664 m2 ']","['  Cocina 1  ', '  Estacionamiento +5  ']"
M9DXJXQ,SE VENDEN DOS CASAS Y APARTAMENTO EN COLONIA HUMUYA, Colonia Humuya,"
                                       $ 149,508                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área483.16 m2 ']",['  Estacionamiento 2  ']
NLQTD72,CASA EN VENTA COLONIA LA PRIMAVERA TEGUCIGALPA, Colonia La Primavera,"
                                       $ 265,179                                                                              ","['   Habitaciones5  ', '   Baños4  ', '  Área330.41 mts2 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Estacionamiento 3  ']"
EP3ZAL5,VENTA DE PROPIEDAD EN COLONIA LOMA LINDA, Colonia Loma Linda Norte,"
                                       $ 300,000                                                                              ","['   Habitaciones7  ', '   Baños6+  ']","['  Amueblado No  ', '  Cocina 2  ']"
5IXYFHI,VENTA DE CASA EN COLONIA FLORENCIA NORTE, Colonia Florencia Norte,"
                                       $ 428,367                                                                              ","['   Habitaciones+10  ', '   Baños6+  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
SBDC6JC,"SE VENDE O ALQUILA CASA EN LOMAS DEL GUIJARRO, PUERTAS DEL SOL", Colonia Florencia Oeste,"
                                       $ 275,000                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área270 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Estacionamiento 2  ']"
WW4G642,"VENTA DE CASA EN RESIDENCIAL CENTROAMERICA ESTE, ETAPA 3", Centroamérica E.,"
                                       $ 262,048                                                                              ","['   Habitaciones4  ', '   Baños3.5  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 4  ']"
LHB29LS,RENTA DE CASA EN LOMAS DEL MAYAB, Colonia Lomas del Mayab,"
                                       $ 2,000                                                                              ","['   Habitaciones6  ', '   Baños6+  ']","['  Amueblado No  ', '  Balcón 1  ', '  Tipo de calle Calle  ']"
D9OQP8R,PROPIEDAD EN VENTA EN COLONIA ALAMEDA, Colonia Alameda,"
                                       $ 230,000                                                                              ","['   Habitaciones5  ', '   Baños3  ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ']"
VS98GFX,VENTA DE PROPIEDAD IDEAL PARA NEGOCIO EN BARRIO LA GUADALUPE, Barrio Guadalupe,"
                                       $ 303,539                                                                              ","['   Habitaciones7  ', '   Baños+5  ']","['  Amueblado No  ', '  Cocina 2  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Tipo de calle Calle  ', '  Estacionamiento 3  ']"
QH5O854,PROPIEDAD EN RENTA Y/O VENTA, Boulevard Morazán,"
                                       $ 380,000                                                                              ","['   Habitaciones6  ', '   Baños4  ']",['  Amueblado No  ']
7FNGD9I,SE VENDE EN BARRIO EL MANCHEN, Paseo El Manchen,"
                                       $ 110,000                                                                              ","['   Habitaciones5  ', '   Baños4  ', '  Área192 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 2  ', '  Tipo de calle Calle  ', '  Orientación Nor-Este  ', '  Año de construcción 35  ']"
P79OKTF,SE VENDE CASA EN BARRIO EL RINCON, El Rincón,"
                                       $ 36,270                                                                              ","['   Habitaciones4  ', '   Baños2.5  ']",['  Cocina 1  ']
YVMD7OA,CASA PEATONAL EN VENTA - COLONIA EL ALAMO TEGUCIGALPA, Colonia El Alamo,"
                                       $ 2,455,988                                                                              ","['   Habitaciones4  ', '   Baños3  ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Suelo 2  ']"
UPUTF5W,VENTA DE CASAS EN PROYECTO RESIDENCIAL VILLAS LAS PALMERAS, Villas Las Palmeras,"
                                       $ 93,753                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área104 m2 ']",[]
B4SHL8C,PRE VENTA DE CASA A CONSTRUIR EN MARZO 2023 EN TEGUCIGALPA, Anillo Periférico,"
                                       $ 181,897                                                                              ","['   Habitaciones3  ', '   Baños2.5  ', '  Área212.26 m2 ']","['  Amueblado No  ', '  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Tipo de calle Calle  ', '  Orientación Puesta de Sol  ', '  Suelo 2  ', '  Estacionamiento 2  ', '  Servicio mensual 1  ', '  Año de construcción 2023  ']"
6GD7WG3,CASA EN VENTA EN COLONIA TEPEYAC, Colonia Tepeyac,"
                                       $ 288,008                                                                              ","['   Habitaciones3  ', '   Baños3.5  ', '  Área559.29 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Estacionamiento 2  ']"
27UXR9Z,Edificio de Apartamentos La Hacienda, Residencial La Hacienda,"
                                       $ 1,648,400                                                                              ",['  Área1649 m2 '],[]
2CJBXPW,CASA EN VENTA COLONIA 21 DE OCTUBRE, Colonia 21 de Octubre,"
                                       $ 70,057                                                                              ","['   Habitaciones5  ', '   Baños3  ', '  Área182 m2 ']",[]
2E4QTFK,SE VENDE CASA EN COLONIA LAS HADAS, Colonia Las Hadas,"
                                       $ 154,538                                                                              ","['   Habitaciones4  ', '   Baños3  ']",[]
2GOO4HJ,SE VENDE CASA COLONIA 3 CAMINOS, Boulevard Suyapa,"
                                       $ 437                                                                              ","['   Habitaciones3  ', '   Baños3  ']","['  Cocina 1  ', '  Estacionamiento 2  ']"
2WCCZR4,VENDO CASA PEATONAL CON TERRENO EXTRA EN RESIDENCIAL HONDURAS, Colonia Honduras,"
                                       $ 37,089                                                                              ","['   Habitaciones2  ', '   Baños2  ', '  Área314 m2 ']",[]
2ZZNGPT,CASA EN EL SAUCE, El Sauce,"
                                       $ 216,353                                                                              ","['   Habitaciones3  ', '  Área287 m2 ']",[]
36QQWQG,VENTA DE CASA EN RESIDENCIAL VILLAS PALMERAS, Residencial Villas Palmeras,"
                                       $ 96,844                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área105 m2 ']",[]
3B24ACF,ALTOS DE MIRAFLORES SUR, Tegucigalpa,"
                                       $ 226,655                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área273 m2 ']",[]
3BP3E6O,Casa en Las Uvas, Tegucigalpa,"
                                       $ 187,506                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área205 m2 ']",[]
3DCT4TT,Se Vende Casa en Colonia Castaños Sur, Colonia Castaño Sur,"
                                       $ 360,588                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área437 m2 ']",[]
